,Compound_Name,assay_standard_value,assay_standard_units,assay_standard_type,assay_pchembl_value,target_organism,assay_chembl_id,InChIKey,Smiles,molecule_chembl_id,natural_product
194,FAGARONINE IODIDE,14.9,nM,IC50,7.83,Plasmodium falciparum FcB1/Columbia,CHEMBL2061703,QMDDZPHVYRRIMG-UHFFFAOYSA-N,COc1cc2c(ccc3c4cc(OC)c(OC)cc4c[n+](C)c23)cc1O.[I-],CHEMBL2058676,0
195,CHLOROQUINE,170.0,nM,IC50,6.77,Plasmodium falciparum FcB1/Columbia,CHEMBL2061703,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
196,CHLOROQUINE,110.0,nM,IC50,6.96,Plasmodium falciparum FcB1/Columbia,CHEMBL2185056,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
197,,59000.0,nM,IC50,4.23,Plasmodium falciparum FcB1/Columbia,CHEMBL2185056,HPODXRZHNDBMJC-UHFFFAOYSA-N,O=C(NO)C(Cc1ccccc1)C(=O)NCc1ccc(F)cc1,CHEMBL219618,0
198,,24000.0,nM,IC50,4.62,Plasmodium falciparum FcB1/Columbia,CHEMBL2185056,HJPWSHCUMPAXLD-GDNBJRDFSA-N,O=C(NO)/C(=C\c1ccccc1)C(=O)NCc1ccc(F)cc1,CHEMBL219777,0
199,,5060.0,nM,IC50,5.30,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,GAZLRIPWVBICIN-RPGHAKQLSA-N,CCCC(=O)Oc1ccc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)cc1OC(=O)CCC,CHEMBL2403408,0
200,14-O-METHOXYMETHYL-GUTTIFERONE A,4840.0,nM,IC50,5.32,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,JVHKNBCNHQVWAO-RIRQGDDHSA-N,COCOc1ccc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)cc1O,CHEMBL2403394,0
201,14-O-METHYL-GUTTIFERONE A,4460.0,nM,IC50,5.35,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,IVLDDQSULGRRIE-YJLUZQOUSA-N,COc1ccc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)cc1O,CHEMBL2403392,0
202,,4360.0,nM,IC50,5.36,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,YPCHYGFYGVJHFU-RIRQGDDHSA-N,CC(=O)Oc1cc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)ccc1O,CHEMBL2403406,0
203,,3630.0,nM,IC50,5.44,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,JSPAUEJYLDDDFR-AOTOHQJUSA-N,CC(=O)Oc1ccc(C(=O)C2=C(O)[C@]3(CC=C(C)C)C[C@H](CC=C(C)C)[C@@](C)(CCC=C(C)C)[C@](CC=C(C)C)(C2=O)C3=O)cc1OC(C)=O,CHEMBL2403407,0
204,GUTTIFERONE A,3320.0,nM,IC50,5.48,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,QKKRBNPMUBNTPA-GHCWVHGPSA-N,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)[C@@]1(CC=C(C)C)C(=O)C(C(=O)c1ccc(O)c(O)c1)=C2O,CHEMBL452483,1
205,,2000.0,nM,IC50,5.70,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,BNGJVPMAOZRWFP-SXGWTIHSSA-N,CC(C)=CCC[C@]1(C)[C@@H](CC=C(C)C)C[C@]2(CC=C(C)C)C(=O)[C@@]1(CC=C(C)C)C(=O)C(C(=O)c1ccc(OCCC3OCCO3)c(OCCC3OCCO3)c1)=C2O,CHEMBL2403405,0
206,CHLOROQUINE,111.0,nM,IC50,6.96,Plasmodium falciparum FcB1/Columbia,CHEMBL2405903,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
207,,11200.0,nM,IC50,4.95,Plasmodium falciparum FcB1/Columbia,CHEMBL2417225,FBTFFUQPWZHJGE-UHFFFAOYSA-N,COc1ccc(C(=O)Oc2cccc3oc(-c4ccc(OC)cc4)cc23)cc1,CHEMBL2413934,0
208,,7900.0,nM,IC50,5.10,Plasmodium falciparum FcB1/Columbia,CHEMBL2417225,OBDNXMYUJMOZAP-UHFFFAOYSA-N,COc1ccc(-c2cc3c(OC(=O)c4c(O)cc(OC)cc4OC)cccc3o2)cc1,CHEMBL2413935,0
209,,6000.0,nM,IC50,5.22,Plasmodium falciparum FcB1/Columbia,CHEMBL2417225,QETVPHBMUGLSHZ-UHFFFAOYSA-N,Cc1cc(C)cc(-c2cc3c(OC(=O)c4ccccc4)cccc3o2)c1,CHEMBL2413952,0
210,CHLOROQUINE,72.0,nM,IC50,7.14,Plasmodium falciparum FcB1/Columbia,CHEMBL2417225,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
211,,18000.0,nM,IC50,4.75,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,OXOCWLJFPVHCBU-UHFFFAOYSA-N,CC(C)Sc1sc(C(=O)NCc2cccc3ccccc23)c(-c2ccc(Cl)cc2)c1C#N,CHEMBL3133573,0
212,,10000.0,nM,IC50,5.00,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,LPEPBSYBHBIPCP-UHFFFAOYSA-N,CCOC(=O)CN(CCSC)NC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3133568,0
213,,23000.0,nM,IC50,4.64,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,TZDIEBNEJZSLIV-UHFFFAOYSA-N,CCOC(=O)CSCCNC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3133566,0
214,,21000.0,nM,IC50,4.68,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,SPTLWHSXSJPVOM-XJABCFGWSA-N,CC[C@H](C)[C@H](NC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccccc1)C(=O)N[C@@H](CCSC)C(=O)OC,CHEMBL3133585,0
215,,20000.0,nM,IC50,4.70,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,MUXXUJRWIFQDOZ-RUINGEJQSA-N,CCC(C)Sc1sc(C(=O)N[C@@H](CCSC)C(=O)OC)c(-c2ccc(Cl)cc2)c1C#N,CHEMBL3133581,0
216,,11000.0,nM,IC50,4.96,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,ZNKXALZYEIMVPO-AWEZNQCLSA-N,COC(=O)[C@H](CCSC)NC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(O)c(O)c1,CHEMBL3133578,0
217,,20000.0,nM,IC50,4.70,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,DPCZYTPWTLAFPZ-FQEVSTJZSA-N,COC(=O)[C@H](CCSC)NC(=O)c1sc(SC(C)C)c(C#N)c1-c1cccc2c1oc1ccccc12,CHEMBL3133576,0
218,,23000.0,nM,IC50,4.64,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,NBKGLPVGIPPZMN-QFIPXVFZSA-N,COC(=O)[C@H](CCSC)NC(=O)c1sc(SC(C)C)c(C#N)c1-c1cccc(-c2ccccc2)c1,CHEMBL3133574,0
219,CHLOROQUINE,72.0,nM,IC50,7.14,Plasmodium falciparum FcB1/Columbia,CHEMBL3136200,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
220,,39000.0,nM,IC50,4.41,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,HBIZYEFSDLQLDA-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL581850,0
221,,27000.0,nM,IC50,4.57,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,ABROZELOESXQIE-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(OC)cc1,CHEMBL3221135,0
222,,23000.0,nM,IC50,4.64,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,MUYFXOAZWMWRFW-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(O)cc1,CHEMBL3221137,0
223,,12000.0,nM,IC50,4.92,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,ZUUUSLKOJABTKR-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cccc(OC)c1,CHEMBL3221139,0
224,,35000.0,nM,IC50,4.46,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,AQKRGPWGGAMRMX-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cccc(O)c1,CHEMBL3221141,0
225,,13000.0,nM,IC50,4.89,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,VGXZAPOJFKDOHC-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccccc1OC,CHEMBL3221143,0
226,,26000.0,nM,IC50,4.58,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,JXLQKYFQQIQLFY-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cc(OC)c(OC)c(OC)c1,CHEMBL3221147,0
227,,29000.0,nM,IC50,4.54,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,QRXMSYDWMLLMGF-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cc(O)c(O)c(O)c1,CHEMBL3221149,0
228,,34000.0,nM,IC50,4.47,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,SAHPZOMEOHDPLX-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(OC)c(OC)c1,CHEMBL3221151,0
229,,10000.0,nM,IC50,5.00,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,JFHOOWDTITWEIJ-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(O)c(O)c1,CHEMBL3221153,0
230,,28000.0,nM,IC50,4.55,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,BYHZHMAFSFZAET-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cc(OC)cc(OC)c1,CHEMBL3221155,0
231,,20000.0,nM,IC50,4.70,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,HGSKVKVCKYYMSX-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(OC)cc1OC,CHEMBL3221159,0
232,,31000.0,nM,IC50,4.51,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,AQYRASGVPDDNPT-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1ccc(C#N)cc1,CHEMBL3221162,0
233,,14000.0,nM,IC50,4.85,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,NRWQXZGMOPQUSF-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1-c1cccc(C#N)c1,CHEMBL3221164,0
234,,5400.0,nM,IC50,5.27,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,VZVULEBRMPVZNB-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1Nc1ccccc1,CHEMBL3221166,0
235,,6600.0,nM,IC50,5.18,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,XYXYBWNVCHDXCD-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1Nc1ccc(Cl)cc1,CHEMBL3221167,0
236,,25000.0,nM,IC50,4.60,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,JWZGYMGHNSPQPA-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1Oc1ccccc1,CHEMBL3221169,0
237,,36000.0,nM,IC50,4.44,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,NVIQKHBOANCSLC-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1Oc1ccc(Cl)cc1,CHEMBL3221171,0
238,,33000.0,nM,IC50,4.48,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,ZRQDUYHFZCRLTE-UHFFFAOYSA-N,CCOC(=O)c1sc(SC(C)C)c(C#N)c1Cc1ccccc1,CHEMBL3221173,0
239,CHLOROQUINE,72.0,nM,IC50,7.14,Plasmodium falciparum FcB1/Columbia,CHEMBL3226933,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
240,,1327.0,nM,IC50,5.88,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,HWNZWDIFDUQEEC-UHFFFAOYSA-N,O=C1C(c2ccccc2)=Nc2ccccc21,CHEMBL3238535,0
241,,514.0,nM,IC50,6.29,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,GIZFWLIYQQKDBT-UHFFFAOYSA-N,COc1ccc(C2=Nc3ccccc3C2=O)cc1,CHEMBL3238536,0
242,,192.0,nM,IC50,6.72,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,JFHTUMSONBAJDJ-UHFFFAOYSA-N,O=C1C(c2ccc(Cl)cc2)=Nc2ccccc21,CHEMBL3238537,0
243,,101.0,nM,IC50,7.00,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,ZYSJNCSXAKQHDM-UHFFFAOYSA-N,O=C1C(c2ccc(O)cc2)=Nc2ccccc21,CHEMBL3238538,0
244,,141.0,nM,IC50,6.85,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,AIJWSDQSALOWNY-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)C(c1ccccc1)=N2,CHEMBL3238539,0
245,,80.0,nM,IC50,7.10,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,VCLRIWYAOAOICS-UHFFFAOYSA-N,COc1ccc(C2=Nc3ccc(OC)cc3C2=O)cc1,CHEMBL3238540,0
246,,49.0,nM,IC50,7.31,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,SACYCZMLIGYWFO-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)C(c1ccc(N(C)C)cc1)=N2,CHEMBL3238541,0
247,,88.0,nM,IC50,7.06,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,UWPOXLMRWQNWRN-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)C(c1ccc(OC(C)C)cc1)=N2,CHEMBL3238542,0
248,,99.0,nM,IC50,7.00,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,IEXQRZZFNYZYED-UHFFFAOYSA-N,COc1ccc2c(c1)C(=O)C(c1ccc(O)cc1)=N2,CHEMBL3238543,0
249,CHLOROQUINE,151.0,nM,IC50,6.82,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
250,SODIUM ARESUNATE,6.0,nM,IC50,8.22,Plasmodium falciparum FcB1/Columbia,CHEMBL3242464,ZISJLHQNEVGTIU-RFEYTNPVSA-M,C[C@H]1[C@H](OC(=O)CCC(=O)[O-])O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3.[Na+],CHEMBL207675,0
251,,5800.0,nM,IC50,5.24,Plasmodium falciparum FcB1/Columbia,CHEMBL3412095,SHRSLVWLFNSTLK-UHFFFAOYSA-N,COc1cc(-c2oc3cc(OC)c(OC)c(OC)c3c(=O)c2OC)cc(OC)c1OC,CHEMBL3109440,1
252,CHLOROQUINE,0.11,nM,IC50,9.96,Plasmodium falciparum FcB1/Columbia,CHEMBL3412095,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
253,,24000.0,nM,IC50,4.62,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,IGMVWRILYKDKTP-UHFFFAOYSA-N,CCOC(=O)c1sc(NCc2cncn2Cc2ccc(C#N)cc2)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3765006,0
254,,6500.0,nM,IC50,5.19,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,PHKFROGFEMALBY-UHFFFAOYSA-N,CCOC(=O)c1sc(NCc2cncn2Cc2ccc([N+](=O)[O-])cc2)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3763857,0
255,,2800.0,nM,IC50,5.55,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,ZABYRPJDECIZCI-UHFFFAOYSA-N,CCOC(=O)c1sc(N(Cc2cncn2Cc2ccc(C#N)cc2)C(=O)OC(C)(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3763746,0
256,,1800.0,nM,IC50,5.75,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,DFXRNQLHOUWLNW-UHFFFAOYSA-N,CCOC(=O)c1sc(N(Cc2cncn2Cc2ccc([N+](=O)[O-])cc2)C(=O)OC(C)(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3764732,0
257,,10000.0,nM,IC50,5.00,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,YWCUUZWIODXZPK-UHFFFAOYSA-N,CCOC(=O)c1sc(N(Cc2cn(Cc3ccc(C#N)cc3)cn2)C(=O)OC(C)(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3765776,0
258,,3600.0,nM,IC50,5.44,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,XRIYELGXTNWKPU-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(Cc1cncn1Cc1ccc(C#N)cc1)c1sc(C(=O)O)c(-c2ccc(Cl)cc2)c1C#N,CHEMBL3763689,0
259,,4400.0,nM,IC50,5.36,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,HPHGMOYDIRLTCA-UHFFFAOYSA-N,CC(C)(C)OC(=O)N(Cc1cncn1Cc1ccc([N+](=O)[O-])cc1)c1sc(C(=O)O)c(-c2ccc(Cl)cc2)c1C#N,CHEMBL3765688,0
260,,13000.0,nM,IC50,4.89,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,OJPCADPVISIEDM-UHFFFAOYSA-N,N#Cc1ccc(Cn2cncc2CNc2scc(-c3ccc(Cl)cc3)c2C#N)cc1,CHEMBL3764994,0
261,,4100.0,nM,IC50,5.39,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,BVDBXZCOEACWLX-UHFFFAOYSA-N,N#Cc1c(-c2ccc(Cl)cc2)csc1NCc1cncn1Cc1ccc([N+](=O)[O-])cc1,CHEMBL3763335,0
262,,410.0,nM,IC50,6.39,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,VSZUAPYSZPDEHJ-UHFFFAOYSA-N,CCOC(=O)c1sc(N(Cc2cncn2Cc2ccc(C#N)cc2)Cc2cncn2Cc2ccc(C#N)cc2)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3765675,0
263,,1600.0,nM,IC50,5.80,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,MCTONJSVTAANAV-NDEPHWFRSA-N,COC(=O)[C@H](CCSC)NC(=O)c1sc(N(Cc2cncn2Cc2ccc(C#N)cc2)C(=O)OC(C)(C)C)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3765605,0
264,,3800.0,nM,IC50,5.42,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,VSWYGCPHPQYBIQ-VWLOTQADSA-N,COC(=O)[C@H](CCSC)NC(=O)c1sc(NCc2cncn2Cc2ccc(C#N)cc2)c(C#N)c1-c1ccc(Cl)cc1,CHEMBL3765154,0
265,CHLOROQUINE,72.0,nM,IC50,7.14,Plasmodium falciparum FcB1/Columbia,CHEMBL3766049,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
266,CHLOROQUINE,160.0,nM,IC50,6.80,Plasmodium falciparum FcB1/Columbia,CHEMBL3817506,WHTVZRBIWZFKQO-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,CHEMBL76,1
267,,3800.0,nM,IC50,5.42,Plasmodium falciparum FcB1/Columbia,CHEMBL3817506,ZRUIDVXVEXXEOP-UHFFFAOYSA-N,N=C(N)NCCCCC1NCCc2c1n(O)c1cc(Br)ccc21,CHEMBL3814226,1
268,,17600.0,nM,IC50,4.75,Plasmodium falciparum FcB1/Columbia,CHEMBL4000404,DYPXCCWGGQIUPD-UHFFFAOYSA-N,COc1cc(O)c(C(C)=O)c(O)c1Cc1c(OC)cc(O)c(C(C)=O)c1O,CHEMBL4064452,0
269,,6000.0,nM,IC50,5.22,Plasmodium falciparum FcB1/Columbia,CHEMBL4000404,IWCKXIAVIUMNOV-WZGDJCGDSA-N,COc1c(C/C=C(\C)CCC=C(C)C)c(O)c(C(C)=O)c(O)c1Cc1c(O)c(C(C)=O)c(O)c(C/C=C(\C)CCC=C(C)C)c1OC,CHEMBL4078197,0
270,,7400.0,nM,IC50,5.13,Plasmodium falciparum FcB1/Columbia,CHEMBL4000404,WELTVQLQYUWYIT-UHFFFAOYSA-N,COc1cc(O)c(C(C)=O)c(O)c1CC=C(C)C,CHEMBL4066265,0
271,,4400.0,nM,IC50,5.36,Plasmodium falciparum FcB1/Columbia,CHEMBL4000404,FBRSCAZBTOPXIQ-UKTHLTGXSA-N,COc1cc(O)c(C(C)=O)c(O)c1C/C=C(\C)CCC=C(C)C,CHEMBL4101567,0
272,MALLOTOJAPONIN C,750.0,nM,IC50,6.12,Plasmodium falciparum FcB1/Columbia,CHEMBL4000404,SQDDGCHCPZMCOU-UHFFFAOYSA-N,COc1c(CC=C(C)C)c(O)c(C(C)=O)c(O)c1Cc1c(O)c(C(C)=O)c(O)c(CC=C(C)C)c1OC,CHEMBL2337125,1
273,,74200.0,nM,IC50,4.13,Plasmodium falciparum FcB1/Columbia,CHEMBL4043609,RBLMMGLQKIXPQH-FQEVSTJZSA-N,CCC1=C(CC(=O)OC)[C@@](O)(c2nccc3c2[nH]c2ccccc23)OC1=O,CHEMBL4061724,1
274,,56000.0,nM,IC50,4.25,Plasmodium falciparum FcB1/Columbia,CHEMBL4043609,SHQQHQZXMPJGOJ-NRFANRHFSA-N,CCC1=C(CC(=O)OC)[C@@](OC)(c2nccc3c2[nH]c2ccccc23)OC1=O,CHEMBL4089808,1
275,,2900.0,nM,IC50,5.54,Plasmodium falciparum FcB1/Columbia,CHEMBL4043609,NTYUVNILMFXXRA-SNDVQFAZSA-O,C/C=C1/C[n+]2ccc3c([nH]c4ccccc43)c2C[C@@H]1[C@@H](C(=O)OC)[C@@H]1OC[C@H]2[C@H]3C[C@@H]4N(CC[C@@]45c4ccccc4N1[C@@H]25)C[C@H]3CC,CHEMBL4069353,0
276,,1900.0,nM,IC50,5.72,Plasmodium falciparum FcB1/Columbia,CHEMBL4043609,RZUUSHJQMLSDQI-JGSBGCCLSA-N,C/C=C1\C[C@H]2[C@@H]([C@@H]3OC[C@H]4[C@H]5C[C@@H]6N(CC[C@@]67c6ccccc6N3[C@@H]47)C[C@H]5CC)[C@@H]3Cc4c([nH]c5ccccc45)[C@H]2N3C1,CHEMBL4062854,0
277,CHLOROQUINE PHOSPHATE,50.0,nM,IC50,7.30,Plasmodium falciparum FcB1/Columbia,CHEMBL4043609,QKICWELGRMTQCR-UHFFFAOYSA-N,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12.O=P(O)(O)O.O=P(O)(O)O,CHEMBL58510,0
278,UBENIMEX,3300.0,nM,IC50,5.48,Plasmodium falciparum FcB1/Columbia,CHEMBL4044607,VGGGPCQERPFHOB-RDBSUJKOSA-N,CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,CHEMBL29292,1
279,,16000.0,nM,IC50,4.80,Plasmodium falciparum FcB1/Columbia,CHEMBL4044607,VLXANFAUUKWXRA-REQUTJCGSA-N,CC(C)C[C@@H](C(=O)O)N(C(=O)[C@@H](N)Cc1ccccc1)C(C(=O)NCc1ccccc1)c1ccco1,CHEMBL4089299,0
280,,37000.0,nM,IC50,4.43,Plasmodium falciparum FcB1/Columbia,CHEMBL4044607,YCNWCBSOIXVYGJ-KRWDZBQOSA-N,O=C(CN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)NC1CCCCC1,CHEMBL4063178,0
281,,29000.0,nM,IC50,4.54,Plasmodium falciparum FcB1/Columbia,CHEMBL4044607,NSGSKTVCDJEFRW-HNNXBMFYSA-N,O=C(CN[C@@H](Cc1ccccc1)C(=O)O)NC1CCCCC1,CHEMBL4069204,0
